Region,Name,Party,YOB,Kurdish,English,Arabic,Farsi,Armenian,French,German,Year,Parliament
"OSMANİYE
",Birol BÜYÜKÖZTÜRK,MHP,1960,0,1,0,0,0,0,0,1999 - 2002,21
"OSMANİYE
",Mehmet KUNDAKCI,MHP,1957,0,1,0,0,0,0,1,1999 - 2002,21
"OSMANİYE
",Şükrü ÜNAL,FP/Bağımsız/AK Parti,1954,0,0,1,0,0,0,0,1999 - 2002,21
"RİZE
",Mehmet BEKÂROĞLU,FP/Bağımsız/SP,1954,0,1,0,0,0,0,0,1999 - 2002,21
"RİZE
",Ahmet KABİL,ANAP,1942,0,0,0,0,0,0,1,1999 - 2002,21
"RİZE
",A. Mesut YILMAZ10(Ahmet Mesut YILMAZ),ANAP,1947,0,1,0,0,0,0,1,1999 - 2002,21
"SAKARYA
",Nezir AYDIN,FP/Bağımsız/SP,1953,0,0,1,0,0,0,0,1999 - 2002,21
"SAKARYA
",Cevat AYHAN,FP/Bağımsız/SP,1938,0,1,0,0,0,0,0,1999 - 2002,21
"SAKARYA
",Nevzat ERCAN,DYP,1944,0,0,0,0,0,0,0,1999 - 2002,21
"SAKARYA
",Ş. Ramis SAVAŞ (Şaban Ramis SAVAŞ),DSP,1960,0,1,0,0,0,0,0,1999 - 2002,21
"SAKARYA
",Ersin TARANOĞLU,ANAP/Bağımsız,1953,0,1,0,0,0,0,0,1999 - 2002,21
"SAKARYA
",Osman Fevzi ZİHNİOĞLU,MHP,1956,0,0,0,0,0,0,0,1999 - 2002,21
"SAMSUN
",Yekta AÇIKGÖZ,DSP,1948,0,0,0,0,0,1,0,1999 - 2002,21
"SAMSUN
",Ahmet AYDIN,MHP,1955,0,0,0,0,0,0,0,1999 - 2002,21
"SAMSUN
",Tarık CENGİZ,DSP/Bağımsız/YTP,1963,0,1,0,0,0,0,0,1999 - 2002,21
"SAMSUN
",Mehmet ÇAKAR,ANAP,1951,0,1,0,0,0,0,0,1999 - 2002,21
"SAMSUN
",Vedat ÇINAROĞLU,MHP,1957,0,1,0,0,0,0,0,1999 - 2002,21
"SAMSUN
",Ahmet DEMİRCAN,FP/Bağımsız/SP,1954,0,0,1,0,0,0,0,1999 - 2002,21
"SAMSUN
",Kemal KABATAŞ,DYP,1947,0,1,0,0,0,0,0,1999 - 2002,21
"SAMSUN
",Şenel KAPICI,DSP/Bağımsız/YTP/Bağımsız/CHP,1946,0,0,0,0,0,0,0,1999 - 2002,21
"SAMSUN
",Erdoğan SEZGİN,DYP,1944,0,0,0,0,0,1,0,1999 - 2002,21
"SAMSUN
",Musa UZUNKAYA,FP/Bağımsız/AK Parti,1952,0,0,1,1,0,1,0,1999 - 2002,21
"SİİRT
",Ahmet Nurettin AYDIN,FP/Bağımsız/AK Parti,1949,0,1,1,0,0,0,0,1999 - 2002,21
"SİİRT
",Nizamettin SEVGİLİ,ANAP,1946,0,0,1,0,0,0,0,1999 - 2002,21
"SİİRT
",Takiddin YARAYAN,DYP,1956,0,0,1,0,0,0,0,1999 - 2002,21
"SİNOP
",Metin BOSTANCIOĞLU,DSP/Bağımsız/YTP,1942,0,1,0,0,0,0,0,1999 - 2002,21
"SİNOP
",Kadir BOZKURT,DYP,1958,0,1,0,0,0,0,0,1999 - 2002,21
"SİNOP
",Yaşar TOPÇU,ANAP,1941,0,0,0,0,0,1,0,1999 - 2002,21
"SİVAS
",Mehmet CEYLAN,MHP/Bağımsız/BBP,1957,0,1,0,0,0,0,0,1999 - 2002,21
"SİVAS
",Musa DEMİRCİ,FP/Bağımsız/SP,1942,0,0,0,0,0,0,1,1999 - 2002,21
"SİVAS
",Hüsnü Yusuf GÖKALP,MHP,1946,0,1,0,0,0,0,0,1999 - 2002,21
"SİVAS
",M. Cengiz GÜLEÇ (Mehmet Cengiz GÜLEÇ),DSP,1948,0,1,0,0,0,1,0,1999 - 2002,21
"SİVAS
",Temel KARAMOLLAOĞLU,FP/Bağımsız/SP,1941,0,1,0,0,0,0,0,1999 - 2002,21
"SİVAS
",Abdüllatif ŞENER,FP/Bağımsız/AK Parti,1954,0,0,1,0,0,1,0,1999 - 2002,21
"ŞANLIURFA
",Yahya AKMAN,FP/Bağımsız/AK Parti,1966,0,1,1,0,0,0,0,1999 - 2002,21
"ŞANLIURFA
",Sedat Edip BUCAK,DYP,1960,0,1,0,0,0,0,0,1999 - 2002,21
"ŞANLIURFA
",Necmettin CEVHERİ,DYP,1930,0,0,0,0,0,1,0,1999 - 2002,21
"ŞANLIURFA
",Muzaffer ÇAKMAKLI,MHP,1952,0,0,0,0,0,0,1,1999 - 2002,21
"ŞANLIURFA
",Eyüp Cenap GÜLPINAR,ANAP,1943,0,0,0,0,0,1,0,1999 - 2002,21
"ŞANLIURFA
",Mehmet GÜNEŞ,ANAP,1949,0,1,1,0,0,0,0,1999 - 2002,21
"ŞANLIURFA
",Zülfükar İZOL,FP/Bağımsız/AK Parti,1959,0,1,0,0,0,0,0,1999 - 2002,21
"ŞANLIURFA
",Ahmet KARAVAR,FP/Bağımsız/SP,1954,0,1,0,0,0,0,0,1999 - 2002,21
"ŞANLIURFA
",M. Fevzi ŞIHANLIOĞLU11(Mehmet Feyzi ŞIHANLIOĞLU),DYP,1945,0,1,1,0,0,1,0,1999 - 2002,21
"ŞANLIURFA
",Mehmet YALÇINKAYA,DYP,1958,0,0,1,0,0,1,0,1999 - 2002,21
"ŞANLIURFA
",Mustafa Niyazi YANMAZ,FP/Bağımsaz/SP,1955,0,0,0,0,0,0,0,1999 - 2002,21
"ŞIRNAK
",M. Sait DEĞER (Mehmet Sait DEĞER),DYP,1938,0,1,0,0,0,1,0,1999 - 2002,21
"ŞIRNAK
",Abdullah Veli SEYDA,FP/Bağımsız/AK Parti,1958,0,1,1,0,0,0,0,1999 - 2002,21
"ŞIRNAK
",Mehmet Salih YILDIRIM,ANAP,1943,0,1,0,0,0,0,0,1999 - 2002,21
"TEKİRDAĞ
",Fevzi AYTEKİN,DSP,1946,0,0,0,0,0,0,0,1999 - 2002,21
"TEKİRDAĞ
",Bayram Fırat DAYANIKLI,DSP,1965,0,1,0,0,0,0,1,1999 - 2002,21
"TEKİRDAĞ
",Nihan İLGÜN,DYP,1940,0,0,0,0,0,1,0,1999 - 2002,21
"TEKİRDAĞ
",Enis SÜLÜN,ANAP/Bağımsız/DYP,1952,0,0,0,0,0,0,0,1999 - 2002,21
"TEKİRDAĞ
",Ahmet ZAMANTILI,DSP/Bağımsız/YTP,1956,0,0,0,0,0,1,0,1999 - 2002,21
"TOKAT
",H. Hüseyin BALAK (Hasan Hüseyin BALAK),MHP,1945,0,0,0,0,0,0,0,1999 - 2002,21
"TOKAT
",Lütfi CEYLAN (Lutfi CEYLAN),MHP,1954,0,1,0,0,0,0,0,1999 - 2002,21
"TOKAT
",Mehmet Ergün DAĞCIOĞLU,FP/Bağımsız/AK Parti,1952,0,1,0,0,0,0,0,1999 - 2002,21
"TOKAT
",Reşat DOĞRU,MHP,1955,0,1,0,0,0,0,0,1999 - 2002,21
"TOKAT
",Ali Şevki EREK,DYP,1935,0,0,0,0,0,1,1,1999 - 2002,21
"TOKAT
",Bekir SOBACI,FP/Bağımsız,1953,0,0,1,1,0,0,0,1999 - 2002,21
"TRABZON
",Eyüp AŞIK,ANAP/Bağımsız/DYP,1953,0,1,0,0,0,0,1,1999 - 2002,21
"TRABZON
",Ali Kemal BAŞARAN,ANAP,1942,0,1,0,0,0,0,0,1999 - 2002,21
"TRABZON
",Orhan BIÇAKÇIOĞLU,MHP,1957,0,0,0,0,0,0,0,1999 - 2002,21
"TRABZON
",Nail ÇELEBİ,MHP,1954,0,1,0,0,0,0,0,1999 - 2002,21
"TRABZON
",Şeref MALKOÇ,FP/Bağımsız/SP,1960,0,1,0,0,0,0,0,1999 - 2002,21
"TRABZON
",Ali Naci TUNCER,DYP,1939,0,0,0,0,0,0,0,1999 - 2002,21
"TRABZON
",Hikmet Sami TÜRK,DSP,1935,0,1,0,0,0,1,1,1999 - 2002,21
"TUNCELİ
",Kamer GENÇ,DYP,1940,0,0,0,0,0,1,0,1999 - 2002,21
"TUNCELİ
",Bekir GÜNDOĞAN,Bağımsız/DSP/Bağımsız/YTP,1948,0,0,0,0,0,1,0,1999 - 2002,21
"UŞAK
",Hasan ÖZGÖBEK,DSP/Bağımsız/YTP,1964,0,1,0,0,0,0,0,1999 - 2002,21
"UŞAK
",Mehmet Yaşar ÜNAL,DSP/Bağımsız/YTP,1949,0,0,0,0,0,0,1,1999 - 2002,21
"UŞAK
",Armağan YILMAZ,MHP,1955,0,1,0,0,0,0,0,1999 - 2002,21
"VAN
",Maliki Ejder ARVAS,FP/Bağımsız/AK Parti,1950,0,0,0,0,0,0,0,1999 - 2002,21
"VAN
",Mustafa BAYRAM,FP/Bağımsız,1938,0,0,0,1,0,0,0,1999 - 2002,21
"VAN
",Hüseyin ÇELİK,DYP/Bağımsız/AK Parti,1959,0,1,0,0,0,0,0,1999 - 2002,21
"VAN
",Ayhan ÇEVİK,MHP,1964,0,1,0,0,0,0,0,1999 - 2002,21
"VAN
",Fethullah ERBAŞ,FP/Bağımsız/SP,1947,0,0,0,0,0,0,1,1999 - 2002,21
"VAN
",Fetullah GÜLTEPE,DYP,1949,0,0,0,0,0,0,0,1999 - 2002,21
"VAN
",Kâmran İNAN,ANAP,1929,0,1,0,0,0,1,0,1999 - 2002,21
"YALOVA
",Yaşar OKUYAN,ANAP/Bağımsız/MHP,1949,0,1,0,0,0,0,0,1999 - 2002,21
"YALOVA
",Hasan SUNA,DSP,1953,0,1,0,0,0,0,0,1999 - 2002,21
"YOZGAT
",İlyas ARSLAN,FP/Bağımsız/AK Parti,1956,0,0,0,0,0,0,0,1999 - 2002,21
"YOZGAT
",Mehmet ÇİÇEK,FP/Bağımsız/AK Parti,1946,0,0,1,1,0,1,0,1999 - 2002,21
"YOZGAT
",Ahmet Erol ERSOY,MHP,1953,0,1,0,0,0,0,0,1999 - 2002,21
"YOZGAT
",Lutfullah KAYALAR (Lütfullah KAYALAR),ANAP,1952,0,1,0,0,0,0,0,1999 - 2002,21
"YOZGAT
",Mesut TÜRKER,MHP,1951,0,1,0,0,0,0,0,1999 - 2002,21
"YOZGAT
",Şuayip ÜŞENMEZ,MHP,1943,0,0,0,0,0,0,0,1999 - 2002,21
"ZONGULDAK
",Veysel ATASOY,ANAP,1947,0,0,0,0,0,1,0,1999 - 2002,21
"ZONGULDAK
",Ömer BARUTÇU,DYP,1942,0,0,0,0,0,1,0,1999 - 2002,21
"ZONGULDAK
",Tahsin Boray BAYCIK,DSP/Bağımsız/YTP,1951,0,1,0,0,0,0,0,1999 - 2002,21
"ZONGULDAK
",İsmail Hakkı CERRAHOĞLU,MHP,1950,0,0,0,0,0,1,0,1999 - 2002,21
"ZONGULDAK
",Hasan GEMİCİ,DSP/Bağımsız/YTP,1953,0,0,0,0,0,1,0,1999 - 2002,21
"ZONGULDAK
",Ömer ÜSTÜNKOL,DSP,1954,0,1,0,0,0,0,0,1999 - 2002,21
"ADANA
",Uğur AKSÖZ ,CHP,1948,0,1,0,0,0,0,0,2002 - 2007,22
"ADANA
",Atilla BAŞOĞLU ,CHP/Bağımsız/AK Parti,1954,0,1,0,0,0,0,0,2002 - 2007,22
"ADANA
",Abdullah ÇALIŞKAN ,AK Parti,1958,0,1,0,0,0,0,0,2002 - 2007,22
"ADANA
",Ömer ÇELİK ,AK Parti,1968,0,1,0,0,0,0,0,2002 - 2007,22
"ADANA
",N. Gaye ERBATUR1 (Nevingaye ERBATUR),CHP,1950,0,1,0,0,0,0,0,2002 - 2007,22
"ADANA
",Recep GARİP ,AK Parti,1956,0,1,1,0,0,0,0,2002 - 2007,22
"ADANA
",Vahit KİRİŞCİ ,AK Parti,1960,0,1,0,0,0,0,0,2002 - 2007,22
"ADANA
",Ali KÜÇÜKAYDIN ,AK Parti,1948,0,0,0,0,0,1,0,2002 - 2007,22
"ADANA
",Kemal SAĞ ,CHP,1955,0,1,0,0,0,0,0,2002 - 2007,22
"ADANA
",Tacidar SEYHAN ,CHP,1959,0,1,1,0,0,1,1,2002 - 2007,22
"ADANA
",Ayhan Zeynep TEKİN BÖRÜ2,AK Parti,1950,0,0,0,0,0,1,0,2002 - 2007,22
"ADANA
",Abdullah TORUN ,AK Parti,1968,0,1,0,0,0,0,1,2002 - 2007,22
"ADANA
",Ziyattin YAĞCI ,AK Parti,1945,0,1,1,0,0,0,0,2002 - 2007,22
"ADANA
",Mehmet Ziya YERGÖK ,CHP,1951,0,0,0,0,0,0,0,2002 - 2007,22
"ADIYAMAN
",Mahmut GÖKSU ,AK Parti,1959,0,1,1,0,0,0,0,2002 - 2007,22
"ADIYAMAN
",Şevket GÜRSOY ,CHP/Bağımsız/AK Parti,1953,0,1,0,0,0,0,0,2002 - 2007,22
"ADIYAMAN
",Fehmi Hüsrev KUTLU ,AK Parti,1961,0,1,0,0,0,0,0,2002 - 2007,22
"ADIYAMAN
",Mehmet ÖZYOL ,AK Parti,1937,0,0,0,0,0,1,0,2002 - 2007,22
"ADIYAMAN
",Ahmet Faruk ÜNSAL ,AK Parti,1963,0,1,0,0,0,0,0,2002 - 2007,22
"AFYON (AFYONKARAHİSAR)
",Sait AÇBA ,AK Parti,1950,0,1,1,0,0,0,0,2002 - 2007,22
"AFYON (AFYONKARAHİSAR)
",İbrahim Hakkı AŞKAR ,AK Parti/Bağımsız,1965,0,1,0,0,0,0,0,2002 - 2007,22
"AFYON (AFYONKARAHİSAR)
",Halil AYDOĞAN ,AK Parti,1950,0,1,0,0,0,0,0,2002 - 2007,22
"AFYON (AFYONKARAHİSAR)
",Reyhan BALANDI-TUGAY3(Reyhan TUGAY),AK Parti/Bağımsız/DYP/Bağımsız/ANAP,1969,0,0,0,0,0,0,0,2002 - 2007,22
"AFYON (AFYONKARAHİSAR)
",Ahmet KOCA ,AK Parti,1963,0,1,1,0,0,0,0,2002 - 2007,22
"AFYON (AFYONKARAHİSAR)
",Mahmut KOÇAK ,AK Parti/Bağımsız/ANAP,1964,0,0,0,0,0,0,0,2002 - 2007,22
"AFYON (AFYONKARAHİSAR)
",Halil ÜNLÜTEPE ,CHP,1949,0,0,0,0,0,0,1,2002 - 2007,22
"AĞRI
",Naci ASLAN ,CHP/Bağımsız/AK Parti,1946,0,1,0,0,0,0,0,2002 - 2007,22
"AĞRI
",Cemal KAYA ,CHP/Bağımsız/AK Parti,1962,0,1,0,0,0,0,0,2002 - 2007,22
"AĞRI
",Mehmet Melik ÖZMEN ,AK Parti,1966,0,1,1,0,0,0,0,2002 - 2007,22
"AĞRI
",Halil ÖZYOLCU ,AK Parti,1971,0,0,1,0,0,0,0,2002 - 2007,22
"AĞRI
",Mehmet Kerim YILDIZ ,AK Parti,1965,0,1,1,0,0,0,1,2002 - 2007,22
"AKSARAY
",Ruhi AÇIKGÖZ ,AK Parti,1963,0,0,0,0,0,1,0,2002 - 2007,22
"AKSARAY
",Ali Rıza ALABOYUN ,AK Parti,1957,0,1,0,0,0,1,1,2002 - 2007,22
"AKSARAY
",Ramazan TOPRAK ,AK Parti,1960,0,1,0,0,0,0,0,2002 - 2007,22
"AKSARAY
",Ahmet YAŞAR ,AK Parti,1950,0,0,0,0,0,0,1,2002 - 2007,22
"AMASYA
",Hamza ALBAYRAK ,AK Parti/Bağımsız/ANAP,1953,0,1,1,0,0,0,0,2002 - 2007,22
"AMASYA
",Akif GÜLLE ,AK Parti,1958,0,1,0,0,0,0,0,2002 - 2007,22
"AMASYA
",Mustafa SAYAR ,CHP/SHP/Bağımsız,1952,0,1,0,0,0,0,0,2002 - 2007,22
"ANKARA
",Zekeriya AKINCI ,CHP,1957,0,0,0,0,0,0,0,2002 - 2007,22
"ANKARA
",İsmail ALPTEKİN ,AK Parti,1943,0,0,0,0,0,1,0,2002 - 2007,22
"ANKARA
",Oya ARASLI ,CHP,1943,0,1,0,0,0,0,1,2002 - 2007,22
"ANKARA
",Beşir ATALAY ,AK Parti,1947,0,1,0,0,0,0,0,2002 - 2007,22
"ANKARA
",Yılmaz ATEŞ ,CHP,1953,0,0,0,0,0,0,0,2002 - 2007,22
"ANKARA
",Ali BABACAN ,AK Parti,1967,0,1,0,0,0,0,0,2002 - 2007,22
"ANKARA
",Ayşe Gülsün BİLGEHAN ,CHP,1957,0,1,0,0,0,1,0,2002 - 2007,22
"ANKARA
",A. İsmet ÇANAKCI (Ahmet İsmet ÇANAKCI),CHP,1938,0,1,0,0,0,0,0,2002 - 2007,22
"ANKARA
",Cemil ÇİÇEK ,AK Parti,1946,0,1,0,0,0,1,0,2002 - 2007,22
"ANKARA
",İsmail DEĞERLİ ,CHP,1945,0,0,0,0,0,0,1,2002 - 2007,22
"ANKARA
",Reha DENEMEÇ ,AK Parti,1961,0,1,0,0,0,0,0,2002 - 2007,22
"ANKARA
",Eşref ERDEM ,CHP,1941,0,1,0,0,0,1,0,2002 - 2007,22
"ANKARA
",Bülent GEDİKLİ ,AK Parti,1964,0,0,0,0,0,0,0,2002 - 2007,22
"ANKARA
",Haluk İPEK ,AK Parti,1963,0,1,0,0,0,0,0,2002 - 2007,22
"ANKARA
",Salih KAPUSUZ ,AK Parti,1954,0,0,0,0,0,0,0,2002 - 2007,22
"ANKARA
",Telat KARAPINAR ,AK Parti,1962,0,1,1,0,0,0,0,2002 - 2007,22
"ANKARA
",Yakup KEPENEK ,CHP,1937,0,1,0,0,0,1,0,2002 - 2007,22
"ANKARA
",Faruk KOCA ,AK Parti,1964,0,0,0,0,0,0,0,2002 - 2007,22
"ANKARA
",Muzaffer R. KURTULMUŞOĞLU(Muzaffer Remzi KURTULMUŞOĞLU ),CHP/ANAP,1941,0,0,0,0,0,0,0,2002 - 2007,22
"ANKARA
",Bayram Ali MERAL (Bayramali MERAL),CHP,1941,0,0,0,0,0,0,0,2002 - 2007,22
"ANKARA
",Mehmet Zekai ÖZCAN ,AK Parti,1950,0,1,0,0,0,0,0,2002 - 2007,22
"ANKARA
",Remziye ÖZTOPRAK ,AK Parti,1949,0,1,0,0,0,0,0,2002 - 2007,22
"ANKARA
",Eyyüp SANAY ,AK Parti,1942,0,1,1,0,0,0,1,2002 - 2007,22
"ANKARA
",Önder SAV ,CHP,1937,0,1,0,0,0,0,0,2002 - 2007,22
"ANKARA
",Mehmet TOMANBAY,CHP,1953,0,1,0,0,0,0,0,2002 - 2007,22
"ANKARA
",Nur Doğan TOPALOĞLU ,AK Parti,1937,0,1,0,0,0,0,0,2002 - 2007,22
"ANKARA
",Mustafa TUNA ,AK Parti,1957,0,1,0,0,0,0,0,2002 - 2007,22
"ANKARA
",Ersönmez YARBAY ,AK Parti,1953,0,1,1,0,0,0,0,2002 - 2007,22
"ANKARA
",Mustafa Said YAZICIOĞLU ,AK Parti,1949,0,0,1,0,0,0,0,2002 - 2007,22
"ANTALYA
",Osman AKMAN ,AK Parti,1958,0,1,0,0,0,0,0,2002 - 2007,22
"ANTALYA
",Fikret BADAZLI ,AK Parti,1940,0,0,0,0,0,0,0,2002 - 2007,22
"ANTALYA
",Feridun Fikret BALOĞLU ,CHP,1945,0,0,0,0,0,0,0,2002 - 2007,22
"ANTALYA
",Deniz BAYKAL ,CHP,1938,0,1,0,0,0,0,0,2002 - 2007,22
"ANTALYA
",Mevlüt ÇAVUŞOĞLU ,AK Parti,1968,0,1,0,0,0,0,1,2002 - 2007,22
"ANTALYA
",Mehmet DÜLGER ,AK Parti,1940,0,1,0,0,0,1,0,2002 - 2007,22
"ANTALYA
",Hüseyin EKMEKCİOĞLU ,CHP,1959,0,0,0,0,0,0,0,2002 - 2007,22
"ANTALYA
",Atila EMEK ,CHP,1947,0,0,0,0,0,0,1,2002 - 2007,22
"ANTALYA
",Tuncay ERCENK ,CHP,1950,0,0,0,0,0,0,0,2002 - 2007,22
"ANTALYA
",Nail KAMACI ,CHP,1959,0,0,0,0,0,0,0,2002 - 2007,22
"ANTALYA
",Osman KAPTAN ,CHP,1946,0,0,0,0,0,0,0,2002 - 2007,22
"ANTALYA
",Burhan KILIÇ ,AK Parti,1953,0,0,0,0,0,0,1,2002 - 2007,22
"ANTALYA
",Osman ÖZCAN ,CHP,1937,0,0,0,0,0,0,0,2002 - 2007,22
"ARDAHAN
",Kenan ALTUN ,AK Parti,1956,0,0,0,0,0,0,0,2002 - 2007,22
"ARDAHAN
",Ensar ÖĞÜT ,CHP,1946,0,1,1,0,0,0,0,2002 - 2007,22
"ARTVİN
",Yüksel ÇORBACIOĞLU ,CHP,1962,0,1,0,0,0,0,0,2002 - 2007,22
"ARTVİN
",Orhan YILDIZ ,AK Parti,1962,0,1,0,0,0,0,0,2002 - 2007,22
"AYDIN
",Ahmet Rıza ACAR ,AK Parti,1947,0,0,0,0,0,0,0,2002 - 2007,22
"AYDIN
",Mehmet BOZTAŞ ,CHP,1957,0,0,0,0,0,0,1,2002 - 2007,22
"AYDIN
",Özlem ÇERÇİOĞLU ,CHP,1968,0,1,0,0,0,0,0,2002 - 2007,22
"AYDIN
",Ahmet ERTÜRK ,AK Parti,1953,0,1,0,0,0,0,0,2002 - 2007,22
"AYDIN
",Atilla KOÇ ,AK Parti,1946,0,1,0,0,0,0,0,2002 - 2007,22
"AYDIN
",Semiha ÖYÜŞ ,AK Parti,1960,0,1,0,0,0,0,0,2002 - 2007,22
"AYDIN
",Mehmet Mesut ÖZAKCAN ,CHP,1952,0,1,0,0,0,0,0,2002 - 2007,22
"AYDIN
",Mehmet SEMERCİ ,CHP,1947,0,1,0,0,0,0,0,2002 - 2007,22
"BALIKESİR
",Ali AYDINLIOĞLU ,AK Parti,1958,0,1,0,0,0,0,0,2002 - 2007,22
"BALIKESİR
",Turhan ÇÖMEZ ,AK Parti,1965,0,1,0,0,0,0,0,2002 - 2007,22
"BALIKESİR
",Ali Kemal DEVECİLER ,CHP,1958,0,0,0,0,0,1,0,2002 - 2007,22
"BALIKESİR
",İsmail ÖZGÜN ,AK Parti,1956,0,0,0,0,0,0,1,2002 - 2007,22
"BALIKESİR
",Sedat PEKEL ,CHP,1948,0,0,0,0,0,0,0,2002 - 2007,22
"BALIKESİR
",Ali Osman SALİ ,AK Parti,1959,0,1,0,0,0,1,0,2002 - 2007,22
"BALIKESİR
",Orhan SÜR ,CHP,1951,0,1,0,0,0,0,0,2002 - 2007,22
"BALIKESİR
",A. Edip UĞUR (Ahmet Edip UĞUR),AK Parti,1950,0,0,0,0,0,0,0,2002 - 2007,22
"BARTIN
",Hacı İbrahim KABARIK ,AK Parti,1956,0,1,0,0,0,0,0,2002 - 2007,22
"BARTIN
",Mehmet Asım KULAK ,AK Parti,1964,0,0,0,0,0,0,0,2002 - 2007,22
"BATMAN
",Afif DEMİRKIRAN ,AK Parti,1952,0,1,0,0,0,1,0,2002 - 2007,22
"BATMAN
",Ahmet İNAL ,AK Parti,1954,0,0,1,0,0,1,0,2002 - 2007,22
"BATMAN
",Mehmet Nezir NASIROĞLU ,CHP/Bağımsız/AK Parti,1960,0,0,0,0,0,0,0,2002 - 2007,22
"BATMAN
",Memet Ali SUÇİN ,AK Parti,1954,0,0,0,0,0,0,0,2002 - 2007,22
"BAYBURT
",Fetani BATTAL ,AK Parti,1963,0,1,0,0,0,0,0,2002 - 2007,22
"BAYBURT
",Ülkü Gökalp GÜNEY ,Bağımsız/AK Parti,1935,0,0,0,0,0,0,1,2002 - 2007,22
"BİLECİK
",Fahrettin POYRAZ ,AK Parti,1968,0,1,0,0,0,0,0,2002 - 2007,22
"BİLECİK
",Yaşar TÜZÜN ,CHP,1966,0,0,0,0,0,0,0,2002 - 2007,22
"BİNGÖL
",Abdurrahman ANİK (Abdurrahman ANIK),AK Parti,1949,0,1,1,1,0,0,0,2002 - 2007,22
"BİNGÖL
",Feyzi BERDİBEK ,AK Parti,1957,0,0,0,0,0,0,0,2002 - 2007,22
"BİNGÖL
",Mahfuz GÜLER ,AK Parti,1953,0,1,0,0,0,0,0,2002 - 2007,22
"BİTLİS
",Abdurrahim AKSOY ,AK Parti,1959,0,1,0,0,0,0,0,2002 - 2007,22
"BİTLİS
",Zeki ERGEZEN ,AK Parti,1949,0,1,0,0,0,0,0,2002 - 2007,22
"BİTLİS
",Edip Safder GAYDALI ,Bağımsız/ANAP/Bağımsız,1952,0,1,0,0,0,0,0,2002 - 2007,22
"BİTLİS
",Vahit KİLER ,AK Parti,1966,0,0,0,0,0,0,0,2002 - 2007,22
"BOLU
",Yüksel COŞKUNYÜREK ,AK Parti,1965,0,1,0,0,0,0,0,2002 - 2007,22
"BOLU
",Mehmet GÜNER ,AK Parti,1956,0,1,0,0,0,0,0,2002 - 2007,22
"BOLU
",Metin YILMAZ ,AK Parti,1968,0,1,0,0,0,0,0,2002 - 2007,22
"BURDUR
",Mehmet ALP ,AK Parti,1953,0,1,0,0,0,0,0,2002 - 2007,22
"BURDUR
",Bayram ÖZÇELİK ,AK Parti,1966,0,1,1,0,0,0,0,2002 - 2007,22
"BURDUR
",Ramazan Kerim ÖZKAN ,CHP,1958,0,0,0,0,0,0,1,2002 - 2007,22
"BURSA
",Abdulmecit ALP ,AK Parti,1956,0,0,1,0,0,0,0,2002 - 2007,22
"BURSA
",Faruk ANBARCIOĞLU ,AK Parti,1955,0,0,0,0,0,0,1,2002 - 2007,22
"BURSA
",Şerif BİRİNÇ ,AK Parti,1953,0,1,0,0,0,0,0,2002 - 2007,22
"BURSA
",Faruk ÇELİK ,AK Parti,1956,0,0,0,0,0,0,0,2002 - 2007,22
"BURSA
",Kemal DEMİREL ,CHP,1955,0,0,0,0,0,0,0,2002 - 2007,22
"BURSA
",Ali DİNÇER ,CHP,1945,0,1,0,0,0,0,0,2002 - 2007,22
"BURSA
",Mustafa DÜNDAR ,AK Parti,1965,0,0,0,0,0,0,0,2002 - 2007,22
"BURSA
",Zafer HIDIROĞLU ,AK Parti,1954,0,0,0,0,0,0,0,2002 - 2007,22
"BURSA
",Mehmet Altan KARAPAŞAOĞLU ,AK Parti,1940,0,0,0,0,0,1,0,2002 - 2007,22
"BURSA
",Sedat KIZILCIKLI ,AK Parti,1967,0,0,0,0,0,0,0,2002 - 2007,22
"BURSA
",Mehmet KÜÇÜKAŞIK ,CHP,1960,0,1,0,0,0,0,0,2002 - 2007,22
"BURSA
",Şevket ORHAN ,AK Parti,1959,0,1,0,0,0,0,0,2002 - 2007,22
"BURSA
",Mustafa ÖZYURT ,CHP,1941,0,1,0,0,0,0,0,2002 - 2007,22
"BURSA
",Niyazi PAKYÜREK ,AK Parti,1952,0,0,0,0,0,0,0,2002 - 2007,22
"BURSA
",Mehmet Emin TUTAN ,AK Parti,1959,0,1,0,0,0,0,0,2002 - 2007,22
"BURSA
",Ertuğrul YALÇINBAYIR ,AK Parti,1946,0,1,0,0,0,0,0,2002 - 2007,22
"ÇANAKKALE
",Mehmet DANİŞ ,AK Parti,1971,0,1,1,0,0,0,0,2002 - 2007,22
"ÇANAKKALE
",İbrahim KÖŞDERE ,AK Parti,1951,0,1,0,0,0,0,0,2002 - 2007,22
"ÇANAKKALE
",Ahmet KÜÇÜK ,CHP,1958,0,1,0,0,0,0,0,2002 - 2007,22
"ÇANAKKALE
",İsmail ÖZAY ,CHP,1953,0,1,0,0,0,0,0,2002 - 2007,22
"ÇANKIRI
",Tevfik AKBAK ,AK Parti,1956,0,0,0,0,0,1,0,2002 - 2007,22
"ÇANKIRI
",İsmail ERİCEKLİ ,AK Parti/Bağımsız/AK Parti,1959,0,1,0,0,0,0,0,2002 - 2007,22
"ÇANKIRI
",Hikmet ÖZDEMİR ,AK Parti,1946,0,0,1,0,0,0,1,2002 - 2007,22
"ÇORUM
",Feridun AYVAZOĞLU ,CHP,1952,0,1,0,0,0,0,0,2002 - 2007,22
