Region,Name,Party,YOB,Kurdish,English,Arabic,Farsi,Armenian,French,German,Year,Parliament
"ADANA
",Abdullah Faik Efendi1(Abdullah Çopuroğlu),,1857,0,0,1,0,0,0,0,1920 - 1923,1
"ADANA
",Dr. Eşref Bey (AKMAN),,1862,0,0,0,0,0,1,0,1920 - 1923,1
"ADANA
",İbrahim Bey3,,,0,0,0,0,0,0,0,1920 - 1923,1
"ADANA
",Mehmet Hamdi Efendi4 (Mehmet İZGİ),,1878,0,0,1,1,0,0,0,1920 - 1923,1
"ADANA
",Tevfik Bey5,,,0,0,0,0,0,0,0,1920 - 1923,1
"ADANA
",Zamir Bey6 (Damar ARIKOĞLU),,1887,0,0,0,0,0,0,1,1920 - 1923,1
"ADANA
",Zekâi Bey8 (Aziz Zekâi APAYDIN),,1877,0,0,0,0,0,1,0,1920 - 1923,1
"AMASYA
",Ali Bey (Ali Rıza TOPÇU),,1868,0,0,1,1,0,0,0,1920 - 1923,1
"AMASYA
",Ali Rıza Efendi (ÖZDARENDE),,1876,0,0,1,1,0,0,0,1920 - 1923,1
"AMASYA
",Dr. Asım Bey (SİREL),,1876,0,0,0,0,0,1,0,1920 - 1923,1
"AMASYA
",Bekir Sami Bey10 (Bekir KUNDUK),,1864,0,1,0,1,0,1,0,1920 - 1923,1
"AMASYA
",Hamdi Bey12 (Ahmet Hamdi APAYDIN),,1862,0,0,1,1,0,0,0,1920 - 1923,1
"AMASYA
",Mehmet Ragıb Bey  (TOPALA),,1876,0,0,0,1,0,0,0,1920 - 1923,1
"AMASYA
",Ömer Lütfi Bey (YASAN),,1879,0,0,0,0,0,1,0,1920 - 1923,1
"ANKARA
",Ahmet Rüstem Bey13,,1863,0,1,1,1,0,1,1,1920 - 1923,1
"ANKARA
",Ali Fuat Paşa (CEBESOY),,1882,0,0,0,0,0,1,1,1920 - 1923,1
"ANKARA
",Hacı Atıf Efendi15 (TAŞPINAR),,1858,0,0,0,0,0,0,0,1920 - 1923,1
"ANKARA
",Hacı Mustafa Efendi16(Mustafa BEYNAM),,1866,0,0,1,1,0,0,0,1920 - 1923,1
"ANKARA
",Hilmi Bey18(Mustafa Hilmi ÇAYIRLIOĞLU),,1867,0,0,0,0,0,0,0,1920 - 1923,1
"ANKARA
",Mustafa Kemal Paşa(Gazi Mustafa Kemal Paşa ATATÜRK),,1881,0,0,0,0,0,1,0,1920 - 1923,1
"ANKARA
",Ömer Mümtaz Bey19 (TANBİ),,1859,0,0,0,0,0,0,0,1920 - 1923,1
"ANKARA
",Şakir Bey (KINACI) ,,1875,0,0,0,0,0,0,0,1920 - 1923,1
"ANKARA
",Şemsettin Efendi (BAYRAMOĞLU),,1884,0,0,0,0,0,0,0,1920 - 1923,1
"ANTALYA
",Ali Vefa Bey (SEYHANLI),,1873,0,0,1,0,0,0,0,1920 - 1923,1
"ANTALYA
",Halil İbrahim Bey (ÖZKAYA),,1892,0,0,0,0,0,1,0,1920 - 1923,1
"ANTALYA
",Hamdullah Suphi Bey (TANRIÖVER),,1885,0,0,0,0,0,1,0,1920 - 1923,1
"ANTALYA
",Hasan Tahsin Bey21 (Hasan SÜRENKÖK),,1869,0,0,0,0,0,0,0,1920 - 1923,1
"ANTALYA
",Mustafa Bey22 (EBRİŞİMOĞLU),,1875,0,0,0,0,0,0,0,1920 - 1923,1
"ANTALYA
",Rasih Efendi23 (Mehmet Rasih KAPLAN),,1883,0,0,1,0,0,0,0,1920 - 1923,1
"ARDAHAN
",Hilmi Bey24,,1885,0,0,0,0,0,0,0,1920 - 1923,1
"ARDAHAN
",Osman Server Bey26(Server AHİSKAATABEKOĞULLARI),,1886,0,1,0,0,0,1,1,1920 - 1923,1
"AYDIN
",Ahmet Şükrü Efendi(Ahmet YAVUZYILMAZ),,1865,0,0,1,0,0,0,0,1920 - 1923,1
"AYDIN
",Cami Bey (Abdülkâdir Cami BAYKURT) ,,1877,0,0,0,0,0,0,0,1920 - 1923,1
"AYDIN
",Emin Efendi28 (ERKUT),,1873,0,0,1,1,0,0,0,1920 - 1923,1
"AYDIN
",Esat Efendi29 (Mehmet Esat İLERİ),,1882,0,0,0,1,0,0,0,1920 - 1923,1
"AYDIN
","Dr. Mazhar Bey (GERMEN)Aydın - 1884, (Hacı) Mehmet (Emin) - Nihat - İstanbul Mekteb-i",,,0,0,0,0,0,1,0,1920 - 1923,1
"AYDIN
",Sadık Bey30 (SULTANOĞLU),,1874,0,0,0,0,0,0,0,1920 - 1923,1
"AYDIN
",Tahsin Bey31 (Hasan Tahsin SAN),,1865,0,0,0,0,0,0,0,1920 - 1923,1
"AYINTAB
",Abdurrahman Lami Efendi (ERSOY),,1875,0,0,1,0,0,0,0,1920 - 1923,1
"AYINTAB
",Ali Cenani Bey (Mehmet Ali CENANİ),,1872,0,1,1,1,0,0,0,1920 - 1923,1
"AYINTAB
",Hafız Şahin Efendi35(Hafız Memet ŞAHİN),,1877,0,0,0,0,0,0,0,1920 - 1923,1
"AYINTAB
",Kılıç Ali Bey36 (Ali KILIÇ),,1890,0,0,0,0,0,0,0,1920 - 1923,1
"AYINTAB
",Ragıp Bey (YOĞUN),,1878,0,0,1,0,0,0,0,1920 - 1923,1
"AYINTAB
",Yasin Bey (Mehmet Yasin Sani KUTLUĞ),,1889,0,0,0,0,0,0,0,1920 - 1923,1
"BATUM
",Ahmet Fevzi Efendi (ERDEM),,1885,0,0,0,0,0,0,0,1920 - 1923,1
"BATUM
",Ahmet Nureddin (Nuri) Efendi39,,1887,0,0,0,0,0,0,0,1920 - 1923,1
"BATUM
",Akif Bey (Ahmet Akif SUNER),,1876,0,0,0,0,0,0,0,1920 - 1923,1
"BATUM
",Ali Rıza Efendi (ACARA),,1879,0,0,0,0,0,0,0,1920 - 1923,1
"BATUM
",Edip Bey (Mehmed Edip DİNÇ),,1885,0,0,0,0,0,0,0,1920 - 1923,1
"BAYAZIT
",Atıf Bey (Mehmet Atıf BAYAZIT),,1882,0,0,1,1,0,1,0,1920 - 1923,1
"BAYAZIT
",Hacı Mehmet Efendi40 (ÖNAY),,1844,0,0,1,1,0,0,0,1920 - 1923,1
"BAYAZIT
",Dr. Refik Bey41 (İbrahim Refik SAYDAM),,1881,0,0,0,0,0,0,1,1920 - 1923,1
"BAYAZIT
",Süleyman Sudi Bey (ACARBAY),,1866,0,0,0,0,0,0,0,1920 - 1923,1
"BAYAZIT
",Şevket Bey (BEYAZİT),,1883,0,0,1,1,0,0,0,1920 - 1923,1
"BİGA
",Hafız Hamdi Bey42(Ahmet Hamdi DUMRUL),,1879,0,0,0,0,0,0,0,1920 - 1923,1
"BİGA
",Hamit Bey(Hamdi Hamit KARAOSMANOĞLU),,1886,0,0,0,0,0,0,0,1920 - 1923,1
"BİGA
",Mehmet Bey43 (DİNÇ),,1873,0,0,0,1,0,0,0,1920 - 1923,1
"BİTLİS
",Arif Bey (Arif Hikmet ÖZDEMİR),,1885,0,0,0,0,0,1,0,1920 - 1923,1
"BİTLİS
",Derviş Bey44 (SEVÜNÇ),,1876,0,0,0,0,0,0,0,1920 - 1923,1
"BİTLİS
",Hüseyin Hüsnü Bey45(Hüsnü ORAKÇIOĞLU),,1887,0,0,1,1,0,0,0,1920 - 1923,1
"BİTLİS
",Resul Bey46,,1863,1,0,1,1,1,0,0,1920 - 1923,1
"BİTLİS
",Sadullah Bey47 (Sadullah Fevzi EREN),,1866,0,0,1,1,1,0,0,1920 - 1923,1
"BİTLİS
",Vehbi Bey (Şaban ÖZTEKİN),,1888,1,0,0,0,0,1,0,1920 - 1923,1
"BİTLİS
",Yusuf Ziya Bey48 (KOÇOĞLU),,1882,0,0,0,0,0,0,0,1920 - 1923,1
"BOLU
",Abdullah Sabri Efendi (Abdullah AYTAÇ),,1870,0,0,0,0,0,0,0,1920 - 1923,1
"BOLU
",Cevat Abbas Bey (Mehmet Cevat GÜRER),,1887,0,0,0,0,0,1,0,1920 - 1923,1
"BOLU
",Dr. Fuat Bey (UMAY),,1885,0,0,0,0,0,1,0,1920 - 1923,1
"BOLU
",Hacı Abdülvehap Efendi50(Abdulvahap ÖNER),,1869,0,0,1,0,0,0,0,1920 - 1923,1
"BOLU
",Nuri Bey (AKSU)52,,1857,0,0,0,0,0,0,0,1920 - 1923,1
"BOLU
",Şükrü Bey53 (Mehmet Şükrü GÜLEZ),,1869,0,0,0,0,0,0,0,1920 - 1923,1
"BOLU
",Tunalı Hilmi Bey54(Abdullah Hilmi TUNALI),,1871,0,0,0,0,0,0,0,1920 - 1923,1
"BOLU
",Yusuf İzzet Paşa56 (MET),,1876,0,0,0,0,0,1,1,1920 - 1923,1
"BURDUR
",Ali Ulvi Bey57 (Mehmet Ali ERÇİN),,1866,0,0,0,0,0,0,0,1920 - 1923,1
"BURDUR
",Fahrettin Bey58,,1920,0,0,0,0,0,0,0,1920 - 1923,1
"BURDUR
",Halil Hulusi Efendi59 (Halil ERMİŞ),,1877,0,0,1,0,0,0,0,1920 - 1923,1
"BURDUR
",İsmail Suphi Bey (SOYSALLIOĞLU),,1884,0,0,0,0,0,0,0,1920 - 1923,1
"BURDUR
",Mehmet Akif Bey (ERSOY),,1874,0,0,1,0,0,1,0,1920 - 1923,1
"BURDUR
",Şevket Bey65 (CANDANER),,1876,0,0,0,0,0,0,0,1920 - 1923,1
"BURDUR
",Veli Bey66 (SALTIKGİL),,1880,0,0,0,0,0,1,0,1920 - 1923,1
"BURSA
",Operatör Emin Bey68(Mehmet Emin ERKULSEYİTOĞLU),,1881,0,1,0,0,0,1,0,1920 - 1923,1
"BURSA
",Hasan Fehmi Bey69 (KOKAY),,1880,0,0,0,0,0,0,0,1920 - 1923,1
"BURSA
",Muhittin Baha Bey71 (Muhyiddin PARS),,1884,0,0,0,0,0,1,0,1920 - 1923,1
"BURSA
",Mustafa Fehmi Efendi (GERÇEKER),,1868,0,0,0,1,0,0,0,1920 - 1923,1
"BURSA
",Necati Bey (KURTULUŞ),,1882,0,0,0,0,0,0,0,1920 - 1923,1
"BURSA
",Osman Nuri Bey (ÖZPAY),,1878,0,0,0,0,0,0,0,1920 - 1923,1
"BURSA
",Şeyh Servet Efendi (Servet AKDAĞ),,1880,0,0,1,1,0,0,0,1920 - 1923,1
"CANİK
",Ahmet Nafiz Bey74 (ÖZALP),,1889,0,0,0,0,0,0,0,1920 - 1923,1
"CANİK
",Emin Bey75 (Mehmet GEVECİ),,1886,0,0,0,0,0,1,0,1920 - 1923,1
"CANİK
",Hamdi Bey76 (Ahmet Hamdi YALMAN),,1877,0,0,1,0,0,1,1,1920 - 1923,1
"CANİK
",Hasan Fehmi Bey77 (ÇOLDUR),,1879,0,0,0,0,0,1,0,1920 - 1923,1
"CANİK
",Süleyman Bey (BOŞANK),,1872,0,0,0,0,0,0,0,1920 - 1923,1
"CANİK
",Şükrü Bey79 (Mehmet Şükrü FIRAT),,1871,0,0,0,0,0,0,0,1920 - 1923,1
"CEBELİBEREKET
",Faik Bey81 (M. Faik ÖZTIRAK),,1882,0,0,0,0,0,1,0,1920 - 1923,1
"CEBELİBEREKET
",İhsan Bey (ERYAVUZ),,1875,0,0,0,0,0,0,0,1920 - 1923,1
"CEBELİBEREKET
",Rasim Bey82 (Rasim Celalettin ÖZTEKİN),,1874,0,0,0,0,0,0,0,1920 - 1923,1
"ÇORUM
",Dr. Atıf Bey83,,1880,0,0,1,0,0,0,0,1920 - 1923,1
"ÇORUM
",Dursun Bey(Abdurrahman Dursun YALVAÇ),,1873,0,0,1,1,0,1,0,1920 - 1923,1
"ÇORUM
",Ferit Bey84 (Hüseyin Ferit TÖRÜMKÜNEY),,1878,0,0,0,0,0,0,0,1920 - 1923,1
"ÇORUM
",Fuat Bey86 (TEK),,1884,0,0,0,0,0,0,0,1920 - 1923,1
"ÇORUM
","Haşim Bey (Mehmet Haşim APAYDIN)Erzurum - 1876, Halil - (Hatice) Hüsna Hanım - İdadi - Şarki Karahi-",,,0,0,0,0,0,0,0,1920 - 1923,1
"ÇORUM
","İsmet Bey88 (Abdullah İsmet EKER)Çorum - 1877, Mehmet (Nazif) - (Sariye) Meryem - İdadi ve Med-",,,0,0,0,0,0,1,0,1920 - 1923,1
"ÇORUM
",Sıddık Bey (MUMCU),,1881,0,0,0,0,0,0,0,1920 - 1923,1
"DENİZLİ
",Hakkı Behiç Bey (BAYİÇ),,1882,0,0,0,0,0,1,0,1920 - 1923,1
"DENİZLİ
",Hasan Efendi (TOKCAN),,1866,0,0,1,1,0,0,0,1920 - 1923,1
"DENİZLİ
", Mazlum Baba Efendi90(Hacı Hüseyin BABABALIM),,1859,0,0,0,0,0,0,0,1920 - 1923,1
"DENİZLİ
","Mustafa Bey (TAVASLIOĞLU)Tavas - 1878, Hacı Ali - (Hatice) Refika - Tavas Rüştiyesi - Çiftçi - I. ",,1920,0,0,0,0,0,0,0,1920 - 1923,1
"DENİZLİ
",Necip Bey92 (BULDANLIOĞLU),,1877,0,0,0,0,0,0,0,1920 - 1923,1
"DENİZLİ
",Yusuf Bey (BAŞKAYA),,1879,0,0,0,0,0,0,0,1920 - 1923,1
"DERSİM
",Abdülhak Tevfik Bey (Tevfik GENÇTÜRK),,1885,0,0,0,0,0,0,0,1920 - 1923,1
"DERSİM
",Diyab Ağa (YILDIRIM),,1846,0,0,0,1,0,0,0,1920 - 1923,1
"DERSİM
",Hasan Hayri Bey (KANKO),,1881,0,0,1,1,0,1,0,1920 - 1923,1
"DERSİM
",Mustafa Ağa97 (ÖZTÜRK),,1859,0,0,0,0,0,0,0,1920 - 1923,1
"DERSİM
",Mustafa Zeki Bey (SALTIK),,1881,0,0,0,1,0,0,0,1920 - 1923,1
"DERSİM
",Ramiz Bey98 (Ahmet Ramiz TAN),,1884,0,0,0,0,0,0,0,1920 - 1923,1
"DİYARBEKİR
",Feyzi Bey (PİRİNÇÇİOĞLU),,1878,0,1,0,0,0,0,0,1920 - 1923,1
"DİYARBEKİR
",Hacı Şükrü Bey (Şükrü AYDINDAĞ),,1883,0,0,0,0,0,0,0,1920 - 1923,1
"DİYARBEKİR
",Hamdi Efendi101 (Abdulhamit ÇİNTAN),,1871,0,0,1,1,0,0,0,1920 - 1923,1
"DİYARBEKİR
",Kadri Ahmet Bey103(Abdulkadir Kadri KÜRKCÜ),,1882,0,0,0,0,0,0,0,1920 - 1923,1
"DİYARBEKİR
",Kadri Bey (Mehmet Kadri ÜÇOK),,1881,0,0,1,1,1,1,0,1920 - 1923,1
"DİYARBEKİR
",Mustafa Akif Bey (TÜTENK),,1875,0,0,1,1,0,0,0,1920 - 1923,1
"DİYARBEKİR
","Zülfü Bey104 (Mehmet Zülfü TİGREL)Diyarbakır - 1876, Ali (Hamit) - Nezire - Diyarbekir Askerî Rüştiyesi",,,0,1,0,0,0,0,0,1920 - 1923,1
"EDİRNE
",Cafer Tayyar Bey105 (EĞİLMEZ),,1877,0,0,0,0,0,0,0,1920 - 1923,1
"EDİRNE
",Faik Bey106 (Mehmet Faik KALTAKKIRAN),,1870,0,1,0,0,0,1,0,1920 - 1923,1
"EDİRNE
",İsmet Bey107 (Mustafa İsmet İNÖNÜ),,1884,0,1,0,0,0,1,0,1920 - 1923,1
"EDİRNE
",Kâzım Karabekir Paşa(Kazım Karabekir KARABEKİR),,1882,0,0,0,0,0,0,1,1920 - 1923,1
"EDİRNE
",Şeref Bey108(Mehmet Şerafettin AYKUT),,1874,0,0,1,0,0,1,0,1920 - 1923,1
"ELAZİZ
",Hacı Feyzi Bey (Mehmet CELAYIR),,1849,0,0,0,0,0,0,0,1920 - 1923,1
"ELAZİZ
",Hüseyin Bey109 (GÖKÇELİK),,1867,0,0,0,0,0,0,0,1920 - 1923,1
"ELAZİZ
",Muhittin Bey110 (ÇÖTELİ),,1866,0,0,0,0,0,0,0,1920 - 1923,1
"ELAZİZ
",Mustafa Şükrü Bey (Mustafa ÇAĞLAYAN),,1882,0,0,0,0,0,0,0,1920 - 1923,1
"ELAZİZ
",Naci Bey (Mehmet Naci KARAALİ),,1856,0,0,0,0,0,0,0,1920 - 1923,1
"ELAZİZ
","Rasim Bey (Mustafa Rasim TEKİN)Arapkir - 1877, Halil - (Zeliha) Havva - Rüştiye - Dava Vekili - Arap-",,,0,0,0,0,0,0,0,1920 - 1923,1
"ELAZİZ
",Tahsin Bey111 (Hasan Tahsin BERK),,1881,0,1,1,0,0,0,0,1920 - 1923,1
"ERGANİ
",Ali Şefik Bey112,,,0,0,0,0,0,0,0,1920 - 1923,1
"ERGANİ
","İbrahim Hakkı Bey113 (AKGÜN)Palu - 1889, Mehmet (Raif) - Nazlı - Diyarbekir Sultânîsi - Palu Mal ",,,0,0,0,0,0,0,0,1920 - 1923,1
"ERGANİ
",Kadri Bey114,,,0,0,0,0,0,0,0,1920 - 1923,1
"ERGANİ
","Kâzim Bey115 (ORAL)Maden - 1892, Yusuf (Vehbi) - Güllü - Maden Rüştiyesi - Çiftçi, Öğ-",,,0,0,0,0,0,0,0,1920 - 1923,1
"ERGANİ
","Mahmut Bey (SIĞNAK)Secadet 116- 1866, Fenak (Mehmet) - Ayşe – Bağdat Rüştiyesi – ",,,0,0,1,0,0,1,0,1920 - 1923,1
"ERGANİ
",Mehmet Emin Bey118 (GİRAY),,1865,1,0,0,0,1,0,0,1920 - 1923,1
"ERGANİ
",Memduh Bey120,,1920,0,0,0,0,0,0,0,1920 - 1923,1
"ERGANİ
",Nüzhet Bey (Ahmet Nüzhet SARAÇOĞLU),,1861,0,0,0,0,0,0,0,1920 - 1923,1
"ERGANİ
","Rüştü Bey121 (BULDUK)Palu - 1874, Necip - Kadriye - Rüştiye - Müstantik (Sorgu Hâkimi), ",,,0,0,0,0,0,0,0,1920 - 1923,1
"ERGANİ
",Salih Bey122,,,0,0,0,0,0,0,0,1920 - 1923,1
"ERGANİ
",Sırrı Bey123 (Ali Sırrı ÖZATA),,1884,0,0,0,0,0,0,0,1920 - 1923,1
"ERTUĞRUL
",Ahmet Bey124 (LAKŞE),,1883,0,0,0,0,0,0,0,1920 - 1923,1
"ERTUĞRUL
",Halil Bey (IŞIK),,1879,0,0,1,1,0,0,0,1920 - 1923,1
"ERTUĞRUL
",Mustafa Kemal Bey (GÜNEY),,1880,0,0,0,0,0,0,0,1920 - 1923,1
"ERTUĞRUL
",Necip Bey (SOYDAN),,1890,0,0,0,0,0,0,0,1920 - 1923,1
"ERTUĞRUL
",Osmanzade Hamdi Bey126(Ahmet Hamdi AKSOY),,1883,0,0,0,0,0,0,0,1920 - 1923,1
"ERZİNCAN
",Emin Bey (Mehmet Emin LEKİLİ),,1883,0,0,0,0,0,1,0,1920 - 1923,1
"ERZİNCAN
",Hüseyin Bey (AKSU),,1893,0,0,0,0,0,0,0,1920 - 1923,1
"ERZİNCAN
",Osman Fevzi Efendi (TOPÇU),,1861,0,0,1,1,0,0,0,1920 - 1923,1
"ERZİNCAN
",Şeyh Hacı Fevzi Efendi128(Fevzi BAYSOY),,1864,0,0,1,1,0,0,0,1920 - 1923,1
"ERZİNCAN
",Tevfik Bey (Mehmet Tevfik KÜTÜKBAŞI),,1880,0,0,1,1,0,0,0,1920 - 1923,1
"ERZURUM
",Asım Vasfi Bey129(Asım MÖHÖRDAROĞLU),,1891,0,0,0,0,0,0,0,1920 - 1923,1
"ERZURUM
",Celâlettin Arif Bey130,,1875,0,0,0,0,0,0,0,1920 - 1923,1
"ERZURUM
",Hüseyin Avni Bey (ULAŞ),,1887,0,0,0,0,0,0,0,1920 - 1923,1
"ERZURUM
",İsmail Bey (İsmail Naim SANIVAR)133,,1865,0,0,0,0,0,0,0,1920 - 1923,1
"ERZURUM
",Mehmet Salih Efendi (YEŞİLOĞLU),,1877,0,0,1,1,0,0,0,1920 - 1923,1
"ERZURUM
",Mustafa Durak Bey136 (SAKARYA),,1876,0,0,0,0,0,0,0,1920 - 1923,1
"ERZURUM
",Nusret Efendi138 (Mehmet Nusret SUN),,1877,0,0,1,1,0,0,0,1920 - 1923,1
"ERZURUM
",Süleyman Necati Bey140[Süleyman Necati GÜNER (GÜNERİ)],,1889,0,0,0,0,0,1,0,1920 - 1923,1
"ERZURUM
",Zihni Bey (ORHON),,1883,0,0,0,0,0,0,0,1920 - 1923,1
"ERZURUM
",Ziya Bey (Ziyaettin GÖZÜBÜYÜK)142,,1876,0,0,1,1,0,0,0,1920 - 1923,1
"ESKİŞEHİR
",Abdullah Azmi Efendi (TORUN),,1869,0,0,0,0,0,0,0,1920 - 1923,1
"ESKİŞEHİR
",Emin Bey144 (Mehmet Emin SAZAK),,1882,0,0,0,0,0,0,0,1920 - 1923,1
"ESKİŞEHİR
",Eyüp Sabri Bey145[Eyüp Sabri AKYOL (AKGÖL)],,1876,0,0,0,0,0,1,0,1920 - 1923,1
"ESKİŞEHİR
",Hacı Veli Efendi146 (Veliyullah AKBAŞLI),,1859,0,0,0,0,0,0,0,1920 - 1923,1
"ESKİŞEHİR
",Halil İbrahim Efendi (SİPAHİOĞLU),,1862,0,0,0,0,0,0,0,1920 - 1923,1
"ESKİŞEHİR
",Hüsrev Sami Bey149 (KIZILDOĞAN) (Sami AYDOĞMUŞ),,1884,0,0,0,0,0,1,0,1920 - 1923,1
"ESKİŞEHİR
",Mehmet Niyazi Bey (Mehmet ÇAMOĞLU),,1863,0,0,0,0,0,0,0,1920 - 1923,1
"GELİBOLU
",Celâl Nuri Bey (Mehmet Celâl Nuri İLERİ),,1882,0,1,0,0,0,1,0,1920 - 1923,1
"GENÇ
",Dr. Ali Haydar Bey150,,1880,0,0,0,0,0,0,0,1920 - 1923,1
"GENÇ
",Ali Vasıf Bey (Vasıf TELLİ),,1873,0,0,0,0,0,0,0,1920 - 1923,1
"GENÇ
",Celal Bey152(Mehmet Celal SARAÇOĞLU),,1888,0,0,0,0,0,0,0,1920 - 1923,1
"GENÇ
",Fikri Faik Bey (GÜNGÖREN),,1884,0,0,0,0,0,1,0,1920 - 1923,1
"GENÇ
",Hamdi Bey153 (YILMAZ),,1879,0,0,0,0,0,0,0,1920 - 1923,1
"GENÇ
","Şeyh Fikri Efendi154 (Fikri ERGÜN)Bitlis  -  1869,  Rasül  (Resul)  -  Didare  -  Rüştiye  -  Arapça,  Farsça  - ",,,0,0,1,1,0,0,0,1920 - 1923,1
"GÜMÜŞHANE
","Hasan Fehmi Bey155 (Hasan ATAÇ)Sadettin  –  1879,  Salim  (Mehmet)  -  Lale  –  Husûsî,  Ekonomi  ve ",,,0,0,0,0,0,0,0,1920 - 1923,1
"GÜMÜŞHANE
","Mehmet Şükrü Bey (ÜÇÜNCÜ)Torul - 1869, Ali (Rıza) – Esma - Rüştiye - İlçe Defter-i Hâkanî İdaresi",,,0,0,0,0,0,0,0,1920 - 1923,1
"GÜMÜŞHANE
",Mustafa Bey156 (DARMAN),,1872,0,0,0,0,0,1,0,1920 - 1923,1
"GÜMÜŞHANE
",Ruşen Bey (İbrahim Ruşen OKTAR),,1863,0,0,0,0,0,0,0,1920 - 1923,1
"GÜMÜŞHANE
","Veysel Rıza Bey (ZARBUN)Gümüşhane - 1871, Osman (Nuri) - Şerife - Rüştiye ve Medrese - Gü-",,,0,0,0,0,0,0,0,1920 - 1923,1
"GÜMÜŞHANE
",Ziya Bey158 (TUĞLU),,1888,0,0,0,0,0,0,0,1920 - 1923,1
"HAKKARİ
",İbrahim Bey (ARVAS),,1884,0,0,1,1,0,0,0,1920 - 1923,1
"HAKKARİ
",Mazhar Müfit Bey161(Ahmet Mazhar KANSU),,1872,0,0,0,0,0,0,0,1920 - 1923,1
"HAKKARİ
",Ömer Efendi162,,,0,0,0,0,0,0,0,1920 - 1923,1
"HAKKARİ
",Seyit Muslihittin Paşa163,,,0,0,0,0,0,0,0,1920 - 1923,1
"HAKKARİ
",Seyit Taha Efendi164,,,0,0,0,0,0,0,0,1920 - 1923,1
"HAKKARİ
",Tufan Bey (ÜLKER),,1867,0,0,1,1,0,0,0,1920 - 1923,1
"ISPARTA
",Cemal Paşa166(Mehmet Cemal MERSİNLİ),,1873,0,1,0,0,0,1,1,1920 - 1923,1
"ISPARTA
",Hacı Tahir Efendi167(Mehmet Tahir KUCUR),,1885,0,0,0,0,0,0,0,1920 - 1923,1
"ISPARTA
",Hafız İbrahim Bey168(İbrahim DEMİRALAY),,1883,0,0,0,0,0,0,0,1920 - 1923,1
"ISPARTA
",Hüseyin Hüsnü Efendi169 (ÖZDAMAR),,1875,0,0,1,0,0,0,0,1920 - 1923,1
"ISPARTA
",İsmail Remzi Efendi (BERKÜN),,1870,0,0,0,0,0,0,0,1920 - 1923,1
"ISPARTA
",Mehmet Nadir Bey170 (SÜLDÜR),,1855,0,0,1,1,0,0,0,1920 - 1923,1
"İÇEL
",Ali Rıza Efendi (ATAIŞIK),,1865,0,0,0,0,0,0,0,1920 - 1923,1
"İÇEL
",Hacı Ali  Efendi171 (Mulla Ali GÜNEY),,1885,0,0,1,1,0,0,0,1920 - 1923,1
"İÇEL
",Haydar Lüfti Bey172 (Haydar ARSLAN),,1885,0,0,0,0,0,0,0,1920 - 1923,1
"İÇEL
",Naim Efendi (Mehmet Alim ULUSAL),,1874,0,0,0,0,0,0,0,1920 - 1923,1
"İÇEL
",Sami Bey (Mehmet Sami ARKAN),,1887,0,0,0,0,0,0,0,1920 - 1923,1
"İÇEL
",Şevki Bey (Ahmet Şevki GÖKLEVENT),,1886,0,0,0,0,0,0,0,1920 - 1923,1
"İSTANBUL
",Dr. Adnan Bey174(Abdülhak Adnan ADIVAR),,1882,0,1,0,0,0,1,1,1920 - 1923,1
"İSTANBUL
",Ahmet Ferit Bey (TEK),,1879,0,1,0,0,0,1,0,1920 - 1923,1
"İSTANBUL
",Ahmet Mazhar Bey (AKİFOĞLU),,1891,0,0,0,0,0,0,0,1920 - 1923,1
"İSTANBUL
",Ahmet Muhtar Bey176 (MOLLAOĞLU),,1870,0,1,0,0,0,1,0,1920 - 1923,1
"İSTANBUL
",Ahmet Şükrü Bey  (Şükrü OĞUZ),,1881,0,0,0,0,0,0,1,1920 - 1923,1
"İSTANBUL
",Ali Fethi Bey (OKYAR),,1881,0,1,0,0,0,1,0,1920 - 1923,1
"İSTANBUL
",Ali Rıza Bey178 (BEBEK),,1881,0,0,0,0,0,0,0,1920 - 1923,1
"İSTANBUL
",Hacı Arif Bey (Arif  MARLALI),,1858,0,0,0,1,0,1,0,1920 - 1923,1
"İSTANBUL
",Hüseyin Hüsnü  Efendi (IŞIK),,1879,0,0,1,0,0,0,0,1920 - 1923,1
"İSTANBUL
",Neşet Bey (Mehmet Neşed ÖZERCAN),,1880,0,0,0,0,0,0,0,1920 - 1923,1
"İSTANBUL
",Numan Usta179 (USTALAR),,1885,0,1,0,0,0,1,0,1920 - 1923,1
"İSTANBUL
",Salâhattin Bey180,,,0,0,0,0,0,0,0,1920 - 1923,1
"İZMİR
",Enver Bey ( Ali Enver TEKÂND),,1887,0,1,0,0,0,0,0,1920 - 1923,1
"İZMİR
",Hacı Süleyman Efendi181(Süleyman BİLGEN),,1855,0,0,1,1,0,1,0,1920 - 1923,1
"İZMİR
",Mahmut Esat Bey (BOZKURT),,1892,0,0,0,0,0,1,0,1920 - 1923,1
"İZMİR
",Dr. Mustafa Bey (BENGİSU),,1880,0,0,0,0,0,1,0,1920 - 1923,1
"İZMİR
",Refet Paşa182 (İbrahim Refet BELE),,1881,0,0,0,0,0,0,1,1920 - 1923,1
"İZMİR
",Reşit Bey183,,1920,0,0,0,0,0,0,0,1920 - 1923,1
"İZMİR
",Tahsin Bey184 (Hasan Tahsin UZER),,1879,0,1,0,0,0,0,0,1920 - 1923,1
"İZMİR
",Yunus Nadi Bey186 (ABALIOĞLU),,1879,0,0,0,0,0,1,0,1920 - 1923,1
